order_id,previsoes
cee3292f46ede6ea1dfabfcb200fcf47,5465.76082672316
50dca53ca33b739bef09e7933e8b380e,209.83937132016703
8087ec71e393d4dc6fc48041fe63cd51,24.781648446928614
e6b6557ce111de79b31cc857f20ba212,-453.76357166156555
0b09c5e4c2512f627190ac55a78c35a3,-4093.554222728483
411282320ee1ea91c2fc8351aee73b05,3505.3177179239337
689d9b46b0376ea4ebaeac46ebd6fc18,-90.42786469016038
603691890e2bc99b1ae66b9e7ecbe3d4,1475.4860297448104
06fef28288938378d269904800db589f,3274.1172255527586
a6f6b75dad02327bd16a4d391963c579,-965.3830792600439
e67dfbc421e0d2908ef7e2c96d222f42,2796.9001694479075
eaa3f732b5a4f293f5063246bd5dd67e,-63.63371967810562
36b8ca63eb9822b5f68630749ff70e32,-1243.6374058465994
9506bf16f764e91707db1ffebc90b494,4262.530954475812
d071b7bd406df53883553c4eceb94936,710.104512071641
a74e83bef10070f30831ad61d579a408,1362.4295378727218
3b61275de41f60d8e48bef3f42ac8bed,42.305183645477044
6337a3d6f20dcb1f58b07244dc92b759,1309.968881890713
c528ee5dbc3b0873c3eb1a25c860fd97,-3974.1382777464014
57db58fa887c4205f3bf01211de5cceb,-576.934003620997
7d4bbd720f893f2ce3f6e19f95c4249a,4280.999611934634
6ca45b5a3976343d5ac388f06ab70f09,159.59229038524873
fffcd46ef2263f404302a634eb57f7eb,1605.6637233497445
f3513eec8f1434b5b7e04ddf3598df40,300.96700383996404
f96682f8b83bc89372ebcb2164502266,523.0163022744838
1630676be03651738ab38bdd77ce6e67,-82.68422517746424
d21711f4bfc26162d5a8e471d7edb25f,-2452.023801698802
e8bbe1e50121557f66b60660a6b62289,5352.751791157759
24040b0114230e6113ea96d0161ff4a9,489.2566311046265
9d0815da498bdbe17d13752e2d3c991f,-3545.362080843016
5d1466f38183f13f22491a21c09982a1,-2047.6270318059346
efe5d91d523dcb8acc12b56d74523979,358.98512088986735
32fef9bb0f0402350b640eb6f13dbe09,-1181.3373823409172
ae6fa796d6bfcc527feea40286702f7e,-2962.6625007623875
4c0b7cef000c9351cd7f160ad283a0f8,212.47961778539923
934838488a3fc133b3cb9b1f716c5937,-919.0114089887985
dc2ed1581975f94efea014272ace65a8,1039.4148893542492
98b3b28db55c9f6e365c56f05004d3b5,-32.848301131542925
6a7ac200511e303dca7161f95949dee8,1050.3928677720826
e8f5f9fb65db20f08e707adec28407c9,-2615.264354493315
cf650037c918409bca8e5e67ee7dcfbe,637.8684282331989
7a7ce47ebeac8469117cd0b044c03d1b,3039.464843316755
a5102272df11ecf366a4e9d4257b672a,1337.9301399443243
de12067bfa331f0c8cd1df23a0106128,-97.03364577255996
a250092009e031f3162f9134a40261c2,6313.43453036954
fe77e2fdbb1b332cfbabd01709f805e8,-110.05660811106264
484bc55c468ac3e8d5ca1ab45b24ff99,-393.3158816615632
a653bb2e2418fd13d746e3639879aa83,5059.7875654983645
5ce97d89fd3ee848e6c60736d3e32a3b,-2459.2727749917094
2a1ceca1522e8bf484583ef111e921c4,321.22017685667015
9ec8075dfc41a4b32e00cdac5dcca698,1775.5710660433776
db6bbd5bd39d674b8778df50982d00de,5038.585703535287
1dcf0c8cd36ffaf57784fbdc90079310,901.6341064896739
ecb7b1b5d15cf872f986f88e7344d9ed,-167.48067767377643
10a00d04ca3504e6a7804ccc87050e81,841.8895723570846
21ac7b9aaf4cb4e41aa7ed2722a0c2ab,-1530.6561888287652
eee39147362c420a076b96cfe10c8154,3496.605795493768
15894c1e0d37429ae01e88705a0e7941,735.7923283247864
64eb693e04aa8e46522872834d4dbe03,-1831.4935755246843
7d92cb6758010db52a51e6e283edcd6f,-390.95850682300767
23b89f00eb70f9f93ebe743fd79bd787,4315.309058685726
337d06bdab986563a27e4f5c1885e887,-195.34850158159654
67e54a5ddb5e864b3ca5442f999b55ed,318.4940035396259
9aba5a261ecd7b4c4d324ee1ab55cae7,69.88901366731633
299e8d399d78b7abc915b3d059a6c712,-2757.957592258912
4fe8bf212087b2b27d2d5ca8bc866a74,269.92295969494165
d6d5256fd785237c4ace6b84392b2e28,60.286960159869835
201411b269cdeb9193946f3f26e2c0db,-245.19888769382538
3eca2d6d0bebdc75df61d60892caba49,336.2125855303814
bf9d1c19aaa57a10e2c963fa10f75b47,1017.7531206398598
dfbdae4128710f6f089dca71d4bc4844,-984.0981764467184
22123477211e85bfeb19060481d02135,-3469.9329906406697
7dd829472da0fa5d56b7eb94ec5be1b1,-460.35769754123606
bb65cf663cf96eb29d1ce02a381e8b62,72.39494597231986
8d5a48899e1fc850ea09b99a03b0e88f,277.2348030472462
7184582cfaaf35d73ad28fa85b7d8cd7,-965.275963162002
816fd1f12f703f9825eb7c4c307388b5,96.16455016393648
f2bda88ec797456b974f810a84814028,-935.9536442804489
