order_id,linear_pred
cee3292f46ede6ea1dfabfcb200fcf47,11.473355957621205
50dca53ca33b739bef09e7933e8b380e,11.558386303227273
8087ec71e393d4dc6fc48041fe63cd51,11.435823211412718
e6b6557ce111de79b31cc857f20ba212,12.402331644486019
0b09c5e4c2512f627190ac55a78c35a3,12.527123775586237
411282320ee1ea91c2fc8351aee73b05,11.67730175439222
689d9b46b0376ea4ebaeac46ebd6fc18,11.302340978547363
603691890e2bc99b1ae66b9e7ecbe3d4,14.348313567436254
06fef28288938378d269904800db589f,11.555225876404736
a6f6b75dad02327bd16a4d391963c579,12.446617170684197
e67dfbc421e0d2908ef7e2c96d222f42,12.450022578105902
eaa3f732b5a4f293f5063246bd5dd67e,12.360891314739842
36b8ca63eb9822b5f68630749ff70e32,12.116071258125304
9506bf16f764e91707db1ffebc90b494,11.434210450513442
d071b7bd406df53883553c4eceb94936,11.695326079674151
a74e83bef10070f30831ad61d579a408,12.3434947869364
3b61275de41f60d8e48bef3f42ac8bed,11.371987327234105
6337a3d6f20dcb1f58b07244dc92b759,11.587804061198392
c528ee5dbc3b0873c3eb1a25c860fd97,12.486163632440318
57db58fa887c4205f3bf01211de5cceb,12.404038837472541
7d4bbd720f893f2ce3f6e19f95c4249a,13.789954274844836
6ca45b5a3976343d5ac388f06ab70f09,12.931501925634137
fffcd46ef2263f404302a634eb57f7eb,12.338926747939539
f3513eec8f1434b5b7e04ddf3598df40,11.488992664724353
f96682f8b83bc89372ebcb2164502266,11.576703278506795
1630676be03651738ab38bdd77ce6e67,11.45518205556885
d21711f4bfc26162d5a8e471d7edb25f,12.874527457722134
e8bbe1e50121557f66b60660a6b62289,12.00046626722445
24040b0114230e6113ea96d0161ff4a9,11.153453723293293
9d0815da498bdbe17d13752e2d3c991f,12.525844769402717
5d1466f38183f13f22491a21c09982a1,12.77762036987315
efe5d91d523dcb8acc12b56d74523979,11.179437706901915
32fef9bb0f0402350b640eb6f13dbe09,12.131616456509695
ae6fa796d6bfcc527feea40286702f7e,12.86170550710897
4c0b7cef000c9351cd7f160ad283a0f8,11.168739773325381
934838488a3fc133b3cb9b1f716c5937,12.420852983944297
dc2ed1581975f94efea014272ace65a8,12.508094098892883
98b3b28db55c9f6e365c56f05004d3b5,11.406944026566954
6a7ac200511e303dca7161f95949dee8,11.043823201748975
e8f5f9fb65db20f08e707adec28407c9,13.377120227012844
cf650037c918409bca8e5e67ee7dcfbe,13.490466434437039
7a7ce47ebeac8469117cd0b044c03d1b,11.285064693634764
a5102272df11ecf366a4e9d4257b672a,12.070523568369092
de12067bfa331f0c8cd1df23a0106128,11.154551452932209
a250092009e031f3162f9134a40261c2,12.69934484849111
fe77e2fdbb1b332cfbabd01709f805e8,11.46219986753012
484bc55c468ac3e8d5ca1ab45b24ff99,11.359278217923517
a653bb2e2418fd13d746e3639879aa83,14.464153752885762
5ce97d89fd3ee848e6c60736d3e32a3b,12.416505652026986
2a1ceca1522e8bf484583ef111e921c4,12.189523088894942
9ec8075dfc41a4b32e00cdac5dcca698,12.377195193944615
db6bbd5bd39d674b8778df50982d00de,11.369175121548988
1dcf0c8cd36ffaf57784fbdc90079310,14.25933957461686
ecb7b1b5d15cf872f986f88e7344d9ed,12.033962969279326
10a00d04ca3504e6a7804ccc87050e81,11.163599993014799
21ac7b9aaf4cb4e41aa7ed2722a0c2ab,13.119114787331014
eee39147362c420a076b96cfe10c8154,13.18408989281228
15894c1e0d37429ae01e88705a0e7941,11.31205999936475
64eb693e04aa8e46522872834d4dbe03,12.930514996705329
7d92cb6758010db52a51e6e283edcd6f,12.385401823108067
23b89f00eb70f9f93ebe743fd79bd787,11.282473676253321
337d06bdab986563a27e4f5c1885e887,11.978703371035415
67e54a5ddb5e864b3ca5442f999b55ed,12.885829394251612
