order_id,previsoes
cee3292f46ede6ea1dfabfcb200fcf47,17.863552584158892
50dca53ca33b739bef09e7933e8b380e,11.70028649174976
8087ec71e393d4dc6fc48041fe63cd51,6.984536491749759
e6b6557ce111de79b31cc857f20ba212,12.40293563036346
0b09c5e4c2512f627190ac55a78c35a3,15.386701722772596
411282320ee1ea91c2fc8351aee73b05,14.388733907590865
689d9b46b0376ea4ebaeac46ebd6fc18,10.569818676568028
603691890e2bc99b1ae66b9e7ecbe3d4,22.427834768977156
06fef28288938378d269904800db589f,15.268217815181728
a6f6b75dad02327bd16a4d391963c579,11.540887353136055
e67dfbc421e0d2908ef7e2c96d222f42,15.112084768977166
eaa3f732b5a4f293f5063246bd5dd67e,16.53115344554519
36b8ca63eb9822b5f68630749ff70e32,14.024068676568024
9506bf16f764e91707db1ffebc90b494,37.536850861386306
d071b7bd406df53883553c4eceb94936,12.653201722772597
a74e83bef10070f30831ad61d579a408,8.759233907590865
3b61275de41f60d8e48bef3f42ac8bed,8.456286491749758
6337a3d6f20dcb1f58b07244dc92b759,9.572052584158895
c528ee5dbc3b0873c3eb1a25c860fd97,12.931100861386295
57db58fa887c4205f3bf01211de5cceb,14.062036491749756
7d4bbd720f893f2ce3f6e19f95c4249a,12.54702039934062
6ca45b5a3976343d5ac388f06ab70f09,13.39480258415889
fffcd46ef2263f404302a634eb57f7eb,15.204834768977168
f3513eec8f1434b5b7e04ddf3598df40,6.850451722772599
f96682f8b83bc89372ebcb2164502266,10.072552584158892
1630676be03651738ab38bdd77ce6e67,10.047786491749756
d21711f4bfc26162d5a8e471d7edb25f,20.984552584158894
e8bbe1e50121557f66b60660a6b62289,14.42618563036346
24040b0114230e6113ea96d0161ff4a9,9.173036491749759
9d0815da498bdbe17d13752e2d3c991f,12.103802584158895
5d1466f38183f13f22491a21c09982a1,15.17775
efe5d91d523dcb8acc12b56d74523979,8.75631867656803
32fef9bb0f0402350b640eb6f13dbe09,16.18846781518173
ae6fa796d6bfcc527feea40286702f7e,18.03521781518173
4c0b7cef000c9351cd7f160ad283a0f8,7.694153445545192
934838488a3fc133b3cb9b1f716c5937,12.208568676568026
dc2ed1581975f94efea014272ace65a8,13.4962017227726
98b3b28db55c9f6e365c56f05004d3b5,11.437653445545191
6a7ac200511e303dca7161f95949dee8,7.735302584158893
e8f5f9fb65db20f08e707adec28407c9,21.773334768977165
cf650037c918409bca8e5e67ee7dcfbe,18.974850861386305
7a7ce47ebeac8469117cd0b044c03d1b,10.921584768977166
a5102272df11ecf366a4e9d4257b672a,17.019084768977162
de12067bfa331f0c8cd1df23a0106128,6.173701722772597
a250092009e031f3162f9134a40261c2,17.53958476897716
fe77e2fdbb1b332cfbabd01709f805e8,10.85178649174976
484bc55c468ac3e8d5ca1ab45b24ff99,10.895568676568024
a653bb2e2418fd13d746e3639879aa83,22.07783476897716
5ce97d89fd3ee848e6c60736d3e32a3b,8.403217815181735
2a1ceca1522e8bf484583ef111e921c4,21.644951722772596
9ec8075dfc41a4b32e00cdac5dcca698,15.112036491749757
db6bbd5bd39d674b8778df50982d00de,10.06140344554519
1dcf0c8cd36ffaf57784fbdc90079310,19.76616953795433
ecb7b1b5d15cf872f986f88e7344d9ed,15.27068563036346
10a00d04ca3504e6a7804ccc87050e81,9.86253649174976
21ac7b9aaf4cb4e41aa7ed2722a0c2ab,28.602818676568027
eee39147362c420a076b96cfe10c8154,13.506270399340616
15894c1e0d37429ae01e88705a0e7941,9.362467815181732
64eb693e04aa8e46522872834d4dbe03,16.50255258415889
7d92cb6758010db52a51e6e283edcd6f,13.025435630363457
23b89f00eb70f9f93ebe743fd79bd787,9.650270399340624
337d06bdab986563a27e4f5c1885e887,11.234451722772599
67e54a5ddb5e864b3ca5442f999b55ed,14.925903445545192
9aba5a261ecd7b4c4d324ee1ab55cae7,7.320986778878526
299e8d399d78b7abc915b3d059a6c712,14.466270399340619
4fe8bf212087b2b27d2d5ca8bc866a74,6.401302584158896
d6d5256fd785237c4ace6b84392b2e28,6.867951722772595
201411b269cdeb9193946f3f26e2c0db,8.385786491749759
3eca2d6d0bebdc75df61d60892caba49,12.773818676568023
bf9d1c19aaa57a10e2c963fa10f75b47,22.61577039934062
dfbdae4128710f6f089dca71d4bc4844,9.669621260726919
22123477211e85bfeb19060481d02135,12.508350861386297
7dd829472da0fa5d56b7eb94ec5be1b1,10.451669537954325
bb65cf663cf96eb29d1ce02a381e8b62,13.962036491749757
8d5a48899e1fc850ea09b99a03b0e88f,7.323770399340624
7184582cfaaf35d73ad28fa85b7d8cd7,13.76305258415889
816fd1f12f703f9825eb7c4c307388b5,6.892169537954326
f2bda88ec797456b974f810a84814028,18.453435630363458
69f1e4d5709c13914c309652f82319f8,7.293669537954328
536b0208ff21c904d9537690f92f0363,20.110951722772594
a54a65531feecee80712fac10405795e,11.479036491749756
f7a8ec3f633e448f2e6a8e76622eeb9f,15.63705258415889
416c076dfc39af8d2ac638a07641414a,14.975286491749761
83d0c85dbcc4f41c0608144b122c4034,5.994100861386299
4cc44db58430b3250f2ef264dbcc3b4c,8.775334768977164
3927d50ce663f7648ed0ca807740c6fe,12.028802584158893
c2483eefb9699f55ef5913344301c30d,28.358584768977163
bb01b380d61941aa0f175614b3e62dc6,18.515435630363456
d4d70d9cc43aa360490c7a508acec787,13.42431867656803
adc34e61cc1a93fc2c76f9193190249a,9.725568676568027
ae0fffa23dda62380795c427a8f734e8,11.287520399340623
749ccd54a6e860862770d11abcbbe0bc,17.294467815181726
a17a3fb93e43abd822552a9f93b02c1e,8.320584768977163
9c595e16a30ed3d4190c5d512eb1ad17,12.69971781518173
de1a445fab3d857cdee059116823e175,18.664483907590864
ad6752c93490621478814d2383b62f89,22.37295172277259
a6ae47718cbf5663cae29d4ed03ba272,9.66093563036346
aad88050b26c8f49d2bd3c87af5b7b19,15.399818676568026
bc51cd3b8ddb527aa8044bc4198aed29,7.595701722772596
eeb1f86a9f9c08e3eb0bbb7186dccf60,9.025871260726923
